ï»¿Country,Name,Goals,Expected Goals (xG),Big chances missed,Successful dribbles,Successful dribbles %,Total shots,Shots on target,Shots off target,Blocked shots,Goal conversion %,Penalties taken,Penalty goals,Penalty won,Shots from set piece,Free kick goals,Goals from inside the box,Goals from outside the box,Headed goals,Left foot goals,Right foot goals,Hit woodwork,Offsides,Penalty conversion,Set piece conversion %,Rating,Big chances created,Total passes,Accurate final third passes,Accurate long balls,Assists,Accurate passes %,Key passes,Accurate long balls %,Accurate own half passes,Accurate crosses,Passes to assist,Accurate passes,Inaccurate passes,Accurate opposition half passes,Accurate crosses %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Errors lead to shot,Own goals,Dribbled past,Clean sheets,Ground duels won,Total duels won,Aerial duels won %,Minutes played,Appearances,Aerial duels won,Age
France,Hugo Lloris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.92,0,159,7,37,0,55.35,0,34.91,60,0,0,88,71,28,0,0,0,0,4,0,0,0,0,1,1,4,100,570,6,3,35
Morocco,Hakim Ziyech,1,0.37,0,12,42.86,10,2,6,2,10,0,0,0,1,0,0,1,0,1,0,0,2,0,0,6.91,0,265,66,19,1,77.36,7,52.78,98,2,0,205,60,109,6.67,10,10,0,3,0,1,0,7,3,29,32,33.33,638,7,3,29
Morocco,Youssef En-Nesyri,2,1.24,1,5,62.5,9,3,4,2,22.22,0,0,0,0,0,2,0,1,0,1,0,4,0,0,6.9,0,79,9,2,0,63.29,1,66.67,30,0,0,50,29,20,0,3,1,0,10,0,0,0,2,0,11,33,61.11,547,7,22,25
Switzerland,Xherdan Shaqiri,1,0.3,1,0,0,4,2,2,0,25,0,0,0,1,0,1,0,0,1,0,0,0,0,0,6.9,2,87,35,3,1,74.71,5,37.5,17,1,1,65,22,49,6.67,0,0,0,0,0,0,0,1,0,6,7,20,231,3,1,30
Switzerland,Manuel Akanji,1,1.1,1,0,0,4,1,3,0,25,0,0,0,1,0,1,0,0,0,1,0,0,0,0,6.9,0,256,16,23,0,88.67,1,65.71,157,1,0,227,29,71,100,4,3,0,12,0,0,0,1,1,5,14,81.82,360,4,9,26
Morocco,Romain SaÃ¯ss,1,0.8,0,1,50,1,1,0,0,100,0,0,0,0,0,1,0,0,0,1,0,2,0,0,6.9,0,198,10,17,0,80.3,0,42.5,120,0,0,159,39,39,0,5,3,0,30,0,1,0,3,3,6,13,100,468,6,7,32
Ghana,Mohammed Salisu,1,0.77,0,0,0,2,1,1,0,50,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6.9,0,151,12,3,0,72.19,2,12.5,68,0,0,109,42,41,0,2,3,1,17,0,0,0,0,0,3,11,50,270,3,8,23
USA,Timothy Weah,1,0.65,1,2,100,5,3,1,1,20,0,0,0,0,0,1,0,0,0,1,0,2,0,0,6.9,1,99,40,3,0,86.87,6,60,22,3,0,86,13,67,37.5,0,0,0,0,0,0,0,1,0,3,5,40,320,4,2,22
Senegal,Famara DiÃ©dhiou,1,0.2,0,0,0,3,1,1,1,33.33,0,0,0,0,0,1,0,1,0,0,0,1,0,0,6.9,0,14,6,0,0,71.43,1,0,4,0,0,10,4,6,0,0,0,0,2,0,0,0,1,0,2,7,55.56,92,2,5,29
England,Callum Wilson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,1,10,5,0,1,90,3,0,4,0,0,9,1,5,0,0,0,0,0,0,0,0,0,0,2,3,100,46,2,1,30
Brazil,Ederson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,21,1,3,0,90.48,0,75,17,0,0,19,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,90,1,0,29
France,William Saliba,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,37,6,1,0,100,1,100,18,0,0,37,0,19,0,0,0,0,0,0,0,0,0,0,2,2,0,27,1,0,22
Tunisia,Ali MaÃ¢loul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,37,10,4,0,72.97,0,50,10,1,0,27,10,18,7.69,1,0,0,4,0,0,0,0,1,1,1,0,90,1,0,32
Argentina,Thiago Almada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,1,13,5,0,0,100,1,0,4,0,0,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,20
Poland,Karol Åwiderski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,7,1,1,0,100,0,100,4,0,0,7,0,3,0,4,2,0,0,0,0,0,1,0,5,6,50,45,1,1,25
Ghana,Gideon Mensah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,39,8,2,0,79.49,2,33.33,16,0,1,31,8,15,0,1,2,0,5,0,0,0,0,0,1,5,66.67,88,1,4,24
Japan,Miki Yamane,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,26,9,0,0,76.92,1,0,6,0,0,20,6,14,0,1,2,0,0,0,0,0,0,0,3,3,0,62,1,0,29
Saudi Arabia,Nasser Al-Dawsari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,10,3,0,0,100,1,0,4,1,0,10,0,7,100,2,0,0,0,0,0,0,0,0,2,2,0,12,1,0,28
South Korea,Chul Hong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,16,6,2,0,93.75,1,100,6,0,0,15,1,9,0,0,1,0,1,0,0,0,0,0,0,1,100,45,1,1,23
Germany,Nico Schlotterbeck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,118,17,2,0,91.53,2,22.22,67,0,0,108,10,41,0,4,1,0,1,0,0,0,0,0,5,7,100,99,2,2,21
England,Kyle Walker,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,158,24,14,0,91.14,0,73.68,91,0,0,144,14,53,0,3,3,0,3,0,0,0,2,1,8,12,66.67,237,3,4,33
Serbia,Vanja MilinkoviÄ-SaviÄ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,104,9,18,0,66.35,0,34.62,55,0,0,69,35,14,0,0,1,0,3,0,0,0,0,0,0,1,100,270,3,1,25
Uruguay,Sergio Rochet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,72,2,8,0,66.67,0,25.81,42,0,0,48,24,6,0,0,0,1,2,0,1,0,0,2,0,1,100,270,3,1,29
South Korea,Moon-hwan Kim,0,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,1,184,56,5,0,86.96,3,83.33,70,6,0,160,24,96,40,9,4,0,14,0,0,0,1,1,11,17,66.67,360,4,6,25
Uruguay,Edinson Cavani,0,0.29,0,1,100,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.9,1,37,10,3,0,72.97,5,100,11,0,0,27,10,16,0,0,0,0,0,0,0,0,0,0,2,4,66.67,123,3,2,35
England,Mason Mount,0,0.21,0,2,66.67,4,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.9,0,70,19,5,0,87.14,1,100,20,0,0,61,9,41,0,2,0,0,0,0,0,0,0,1,13,13,0,186,4,0,23
Brazil,Ãder MilitÃ£o,0,0.18,0,0,0,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,255,46,15,0,91.37,1,65.22,130,1,0,233,22,104,33.33,7,3,0,2,0,0,0,1,1,9,14,50,348,4,5,25
Argentina,Marcos AcuÃ±a,0,0.08,0,2,33.33,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.9,1,173,44,5,0,81.5,5,50,64,4,0,141,32,81,23.53,12,2,0,5,0,0,0,1,1,23,28,41.67,374,6,5,31
Portugal,Vitinha,0,0.07,0,1,50,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,104,29,6,0,94.23,1,100,35,1,0,98,6,64,50,3,1,0,1,0,0,0,2,0,7,7,0,118,3,0,22
Denmark,Alexander Bah,0,0.06,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,42,11,0,0,73.81,1,0,17,1,0,31,11,15,25,4,2,0,0,0,0,0,1,0,4,8,100,46,2,4,23
Brazil,Danilo,0,0.03,0,1,100,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,239,39,3,0,88.28,0,27.27,108,1,0,211,28,104,12.5,5,3,0,5,0,1,0,1,1,7,11,80,282,3,4,31
Morocco,Noussair Mazraoui,0,0.15,0,1,25,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.88,0,98,12,3,0,82.65,1,27.27,57,1,0,81,17,25,50,14,1,0,14,0,0,0,3,1,16,17,25,367,5,1,25
USA,Antonee Robinson,0,0,0,4,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.88,1,188,44,8,0,79.26,3,50,70,2,0,149,39,81,9.52,5,7,0,8,0,0,0,4,2,9,14,62.5,359,4,5,25
Brazil,Neymar,2,2.72,3,6,31.58,12,7,3,2,16.67,1,1,0,3,0,2,0,0,0,2,0,2,100,0,6.87,1,142,52,2,1,80.99,6,66.67,23,4,0,115,27,96,50,1,1,0,0,0,0,0,0,0,23,23,0,281,3,0,30
England,Raheem Sterling,1,0.37,0,2,66.67,1,1,0,0,100,0,0,0,0,0,1,0,0,0,1,0,1,0,0,6.87,0,53,16,0,1,84.91,1,0,15,0,0,45,8,30,0,1,1,0,0,0,0,0,2,0,5,6,50,150,3,1,28
Japan,Daizen Maeda,1,0.48,0,0,0,2,1,1,0,50,0,0,0,0,0,1,0,0,1,0,0,2,0,0,6.87,0,17,4,0,0,47.06,0,0,4,0,0,8,9,4,0,3,3,0,0,0,0,0,1,0,6,7,14.29,183,3,1,26
Costa Rica,Celso Borges,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87,0,116,14,5,0,84.48,1,55.56,57,0,0,98,18,41,0,5,4,0,7,0,0,0,3,0,7,13,100,251,3,6,39
Brazil,Gabriel Jesus,0,0.36,0,1,50,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87,0,26,14,0,0,80.77,4,0,2,0,0,21,5,19,0,2,2,0,0,0,0,0,0,0,7,8,50,92,3,1,25
Ecuador,Michael Estrada,0,0.31,0,2,66.67,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6.87,0,48,11,2,0,58.33,1,100,12,0,0,28,20,16,0,1,0,0,0,0,0,0,1,0,10,23,46.43,227,3,13,26
Serbia,Nikola MilenkoviÄ,0,0.18,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87,0,160,13,9,0,87.5,0,52.94,89,0,0,140,20,51,0,10,6,0,9,0,1,0,1,0,12,18,75,270,3,6,25
Germany,Niklas SÃ¼le,0,0.11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87,0,244,43,12,0,91.39,0,70.59,111,0,0,223,21,112,0,5,0,0,6,0,0,0,0,0,7,13,66.67,269,3,6,27
England,Jordan Pickford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.86,0,145,8,23,0,77.24,0,41.07,96,0,0,112,33,16,0,0,0,0,2,0,0,0,0,3,0,0,0,450,5,0,28
Ghana,Osman Bukari,1,0.5,0,0,0,3,1,2,0,33.33,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.85,0,18,7,0,0,77.78,1,0,3,0,0,14,4,11,0,0,1,0,1,0,0,0,0,0,1,2,33.33,58,2,1,23
Australia,Mitchell Duke,1,0.36,0,1,50,7,4,2,1,14.29,0,0,0,0,0,1,0,1,0,0,0,1,0,0,6.85,0,62,12,1,0,58.06,1,50,16,0,0,36,26,20,0,0,2,0,1,0,0,0,0,0,4,15,47.83,274,4,11,31
Iran,Roozbeh Cheshmi,1,0.05,0,0,0,1,1,0,0,100,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.85,0,11,0,0,0,63.64,0,0,6,0,0,7,4,1,0,0,2,0,3,0,0,0,0,0,0,1,33.33,57,2,1,29
Qatar,Ismael Mohammed,0,0.41,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.85,0,48,7,3,1,79.17,1,60,21,3,0,38,10,20,37.5,3,2,0,1,0,0,0,0,0,8,12,57.14,175,2,4,27
Wales,Wayne Hennessey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85,0,48,1,12,0,66.67,0,42.86,27,0,0,32,16,5,0,0,0,0,4,0,0,0,0,0,0,1,100,176,2,1,36
Brazil,Alisson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85,0,81,2,6,0,83.95,0,37.5,65,0,0,68,13,3,0,0,0,0,3,0,0,0,0,2,0,2,100,380,4,2,30
Japan,Shuichi Gonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85,0,100,1,14,0,56,0,24.56,46,0,0,56,44,10,0,0,0,1,4,1,0,0,0,0,0,1,100,390,4,1,32
Canada,Stephen EustÃ¡quio,0,0.18,0,1,100,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85,0,92,24,4,0,90.22,2,50,29,0,0,83,9,54,0,4,2,0,6,0,0,0,2,0,6,7,50,126,2,1,26
Senegal,Pape Matar Sarr,0,0.12,0,0,0,4,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.85,0,38,8,3,0,89.47,1,100,20,2,0,34,4,16,40,3,0,0,2,0,0,0,0,0,4,5,100,58,2,1,21
Cameroon,Martin Hongla,0,0.05,0,2,66.67,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.85,0,59,10,4,0,83.05,2,66.67,23,0,0,49,10,26,0,0,2,0,3,0,0,0,0,0,3,4,100,123,2,1,25
South Korea,Kyung-won Kwon,0,0.02,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85,0,43,2,4,0,90.7,0,80,31,0,0,39,4,8,0,0,2,0,5,0,0,0,0,0,3,5,50,99,2,2,31
Poland,Grzegorz Krychowiak,0,0.02,0,1,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85,0,126,18,8,0,73.81,3,40,44,0,0,93,33,49,0,9,5,0,4,0,0,0,6,2,17,21,57.14,334,4,4,33
Ghana,Alidu Seidu,0,0.01,0,4,80,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85,0,58,7,0,0,81.03,0,0,25,1,0,47,11,23,16.67,6,0,0,2,0,0,0,0,0,15,16,100,156,2,1,24
France,Ousmane DembÃ©lÃ©,0,0.48,0,9,45,8,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6.84,3,171,65,7,2,80.12,11,53.85,28,7,0,137,34,116,36.84,11,2,1,0,0,0,0,3,0,23,25,66.67,438,7,2,25
Argentina,Rodrigo de Paul,0,0.91,1,1,20,7,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.84,0,539,136,14,0,85.71,7,45.16,221,1,0,462,77,242,8.33,11,7,0,3,0,0,0,5,2,27,29,40,602,7,2,28
Mexico,Guillermo Ochoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83,0,95,2,15,0,85.26,0,51.72,75,0,0,81,14,6,0,0,0,0,2,0,0,0,0,1,1,1,0,270,3,0,37
Cameroon,Nouhou Tolo,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83,0,83,14,6,0,79.52,0,50,37,2,0,66,17,31,28.57,8,6,0,9,0,0,0,2,1,10,14,57.14,270,3,4,23
South Korea,Min-jae Kim,0,0.1,0,1,100,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83,0,189,28,15,0,88.36,0,62.5,101,0,0,167,22,66,0,2,2,0,8,0,0,0,0,1,3,13,90.91,269,3,10,25
Iran,Saeid Ezatolahi,0,0.1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83,0,84,14,14,0,77.38,2,70,39,1,0,65,19,27,25,6,2,0,4,0,0,0,6,0,11,17,60,218,3,6,25
Morocco,Sofiane Boufal,0,0.25,0,14,58.33,7,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6.83,0,124,40,8,0,76.61,4,66.67,37,4,0,95,29,62,57.14,11,2,0,1,0,0,0,3,0,39,42,30,482,7,3,29
Morocco,Sofyan Amrabat,0,0.03,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.83,0,314,22,13,0,85.35,2,59.09,178,0,0,268,46,90,0,16,6,0,10,0,0,0,5,4,22,24,40,660,7,2,26
USA,Haji Wright,1,0.53,1,0,0,6,3,2,1,16.67,0,0,0,0,0,1,0,0,0,1,0,1,0,0,6.83,0,26,10,0,0,76.92,1,0,8,0,0,20,6,12,0,2,0,0,1,0,0,0,0,0,5,11,46.15,135,4,6,24
Australia,Mathew Ryan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83,0,151,5,43,0,66.23,0,45.74,76,0,0,100,51,24,0,0,0,0,7,1,0,0,0,2,0,1,100,360,4,1,30
Croatia,Andrej KramariÄ,2,1.64,2,4,57.14,10,4,2,4,20,0,0,0,0,0,2,0,0,2,0,0,2,0,0,6.81,0,167,55,5,0,88.62,4,62.5,44,2,0,148,19,106,33.33,3,0,0,0,0,0,0,1,0,11,11,0,481,7,0,32
Costa Rica,Yeltsin Tejeda,1,0.43,0,0,0,2,2,0,0,50,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6.8,0,98,10,6,1,79.59,1,60,48,0,0,78,20,30,0,4,1,0,7,0,0,0,5,1,6,10,66.67,269,3,4,30
Wales,Gareth Bale,1,0.8,0,1,50,2,2,0,0,50,1,1,1,0,0,1,0,0,1,0,0,2,100,0,6.8,0,49,13,2,0,65.31,2,40,13,1,0,32,17,20,50,1,1,0,1,0,0,0,2,0,7,11,33.33,225,3,4,33
Japan,Takuma Asano,1,0.66,0,0,0,8,2,3,3,12.5,0,0,0,0,0,1,0,0,0,1,0,2,0,0,6.8,0,27,13,1,0,77.78,2,100,6,0,0,21,6,15,0,0,1,0,1,0,0,0,0,0,0,1,10,162,4,1,28
Costa Rica,Juan Pablo Vargas,1,0.24,0,0,0,2,2,0,0,50,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6.8,0,19,0,1,0,78.95,0,25,13,0,0,15,4,2,0,4,2,0,10,0,0,0,0,0,4,5,100,90,1,1,34
Tunisia,Hannibal Mejbri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,2,0,0,0,100,0,0,1,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,10,1,0,22
Netherlands,Noa Lang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,2,0,1,0,50,0,100,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,1,0,23
Belgium,LoÃ¯s Openda,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,4,0,0,0,75,0,0,2,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,3,3,0,12,1,0,23
Denmark,Thomas Delaney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,28,4,0,0,82.14,0,0,13,1,0,23,5,11,100,1,0,0,1,0,0,0,0,0,1,3,66.67,45,1,2,31
Denmark,Victor Nelsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,74,10,4,0,93.24,0,80,40,0,0,69,5,29,0,0,2,0,1,0,0,0,1,0,2,6,57.14,90,1,4,27
Costa Rica,Bryan Ruiz,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,10,0,0,0,80,0,0,8,0,0,8,2,0,0,1,0,0,0,0,0,0,0,0,3,5,50,29,1,2,38
Netherlands,Matthijs de Ligt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,45,5,5,0,91.11,0,100,28,0,0,41,4,13,0,0,0,0,4,0,0,0,0,1,1,6,71.43,91,2,5,23
Iran,Alireza Beiranvand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,28,2,6,0,60.71,0,35.29,12,0,0,17,11,5,0,0,0,0,3,0,0,0,0,0,0,0,0,110,2,0,30
Belgium,Timothy Castagne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,184,30,11,0,88.04,0,73.33,93,0,0,162,22,69,0,7,2,0,4,0,0,0,2,2,8,10,40,270,3,2,27
Ecuador,Piero HincapiÃ©,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,195,12,15,0,85.13,0,48.39,125,0,0,166,29,41,0,7,2,1,9,0,0,0,1,1,8,13,62.5,270,3,5,19
Wales,Chris Mepham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.8,1,170,11,9,0,81.76,2,36,100,0,0,139,31,39,0,8,1,0,14,0,0,0,1,0,9,16,77.78,270,3,7,24
Brazil,Pedro,0,0.53,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,13,3,0,0,76.92,0,0,5,0,0,10,3,5,0,2,1,0,0,0,0,0,0,0,3,3,0,62,2,0,35
Saudi Arabia,Mohammed Al-Burayk,0,0.37,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,41,11,1,0,85.37,1,33.33,15,0,0,35,6,20,0,1,1,0,4,0,0,0,0,0,2,3,20,66,2,1,29
Germany,Thomas MÃ¼ller,0,0.31,1,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6.8,1,69,26,1,0,73.91,8,50,9,2,0,51,18,44,40,2,1,0,0,0,0,0,1,0,3,4,12.5,203,3,1,33
Japan,Shogo Taniguchi,0,0.25,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,82,12,6,0,84.15,0,54.55,39,0,0,69,13,30,0,1,1,0,10,0,0,0,0,0,1,9,72.73,210,2,8,27
Tunisia,Mohamed DrÃ¤ger,0,0.2,0,1,50,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,30,4,1,0,63.33,1,25,11,1,0,19,11,9,33.33,5,1,0,4,0,0,0,0,0,7,8,50,133,2,1,27
Spain,Sergio Busquets,0,0.14,0,1,100,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,288,61,11,0,90.28,3,84.62,103,0,0,260,28,157,0,7,1,0,1,0,0,0,2,1,11,19,61.54,364,4,8,34
Ecuador,Romario Ibarra,0,0.14,0,1,100,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,14,3,0,0,71.43,0,0,5,0,0,10,4,5,0,0,1,0,1,0,0,0,0,0,1,1,0,69,2,0,28
Netherlands,Luuk de Jong,0,0.08,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.8,0,12,3,0,0,66.67,0,0,4,0,0,8,4,4,0,2,0,0,1,0,0,0,0,0,3,6,42.86,56,1,3,32
Tunisia,Yassine Meriah,0,0.07,0,2,66.67,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,168,13,6,0,82.14,1,26.09,96,0,0,138,30,42,0,4,1,0,20,0,0,0,5,2,7,12,45.45,270,3,5,29
Ecuador,Pervis EstupiÃ±Ã¡n,0,0.07,0,2,28.57,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6.8,0,141,25,6,0,81.56,5,42.86,62,7,0,115,26,60,36.84,6,3,0,5,0,0,0,4,1,11,14,50,270,3,3,24
Senegal,Nampalys Mendy,0,0.06,0,1,100,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,157,33,18,0,89.17,1,78.26,62,1,0,140,17,79,50,4,3,0,3,0,0,0,2,0,7,7,0,273,4,0,30
Argentina,Papu GÃ³mez,0,0.04,0,1,100,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.8,0,56,15,1,0,94.64,0,100,28,0,0,53,3,25,0,2,1,0,0,0,0,0,1,0,8,9,100,109,2,1,34
Poland,PrzemysÅaw Frankowski,0,0.03,0,2,100,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,1,65,13,2,0,72.31,1,28.57,17,1,0,47,18,31,12.5,7,3,0,4,0,0,0,4,1,14,15,50,240,4,1,27
Costa Rica,Joel Campbell,0,0.01,0,6,66.67,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6.8,0,126,18,6,0,79.37,1,50,55,2,0,100,26,47,28.57,9,0,0,2,0,0,0,1,0,26,31,45.45,269,3,5,30
Croatia,Lovro Majer,1,0.7,0,0,0,4,2,2,0,25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6.78,0,89,19,1,0,83.15,3,50,29,4,1,74,15,49,50,3,0,0,2,0,0,0,1,0,6,6,0,135,7,0,23
Netherlands,Denzel Dumfries,1,0.38,0,0,0,1,1,0,0,100,0,0,0,0,0,1,0,0,1,0,0,2,0,0,6.78,0,159,35,4,2,71.07,2,26.67,45,0,0,113,46,68,0,8,7,1,4,0,0,0,1,2,15,24,47.37,480,5,9,26
Argentina,Lisandro MartÃ­nez,0,0.12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78,1,153,17,7,0,86.27,1,41.18,88,0,0,132,21,44,0,6,3,0,13,0,0,0,0,1,9,12,50,301,5,3,24
Japan,Kaoru Mitoma,0,0.08,0,2,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78,1,57,12,2,1,71.93,3,28.57,19,0,0,41,16,22,0,7,2,0,5,0,0,0,0,0,10,12,40,162,4,2,24
Australia,MiloÅ¡ Degenek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78,0,74,5,4,0,72.97,0,30.77,40,0,0,54,20,14,0,6,1,0,8,0,0,0,1,1,14,20,85.71,190,4,6,27
Brazil,Fred,0,0.33,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78,1,82,21,4,0,85.37,4,100,32,0,0,70,12,38,0,3,0,0,3,0,0,0,1,0,3,3,0,143,4,0,28
